번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,상세영업상태변경일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,객실수
123,농어촌민박업,03_11_00_P,6500000,SAMPLE-00123,20140731,3,폐업,01,폐업,20231128,20231128,제주특별자치도 제주시 한림읍 951,제주특별자치도 제주시 표본로 111,[샘플]한림읍숙소0123,,11
124,숙박업,03_11_00_P,6500000,SAMPLE-00124,20260726,1,영업/정상,01,영업/정상,,20260726,제주특별자치도 서귀포시 서홍동 128,제주특별자치도 서귀포시 표본로 290,[샘플]서홍동숙소0124,,6
125,농어촌민박업,03_11_00_P,6500000,SAMPLE-00125,20251019,1,영업/정상,01,영업/정상,,20251019,제주특별자치도 제주시 한경면 556,제주특별자치도 제주시 표본로 209,[샘플]한경면숙소0125,,12
126,숙박업,03_11_00_P,6500000,SAMPLE-00126,20161007,3,폐업,01,폐업,20200826,20200826,제주특별자치도 서귀포시 안덕면 18,제주특별자치도 서귀포시 표본로 247,[샘플]안덕면숙소0126,,2
127,농어촌민박업,03_11_00_P,6500000,SAMPLE-00127,20200616,1,영업/정상,01,영업/정상,,20200616,제주특별자치도 제주시 연동 450,제주특별자치도 제주시 표본로 86,[샘플]연동숙소0127,,11
128,숙박업,03_11_00_P,6500000,SAMPLE-00128,20220317,1,영업/정상,01,영업/정상,,20220317,제주특별자치도 제주시 노형동 109,제주특별자치도 제주시 표본로 253,[샘플]노형동숙소0128,,9
129,농어촌민박업,03_11_00_P,6500000,SAMPLE-00129,20260731,1,영업/정상,01,영업/정상,,20260731,제주특별자치도 제주시 애월읍 642,제주특별자치도 제주시 표본로 173,[샘플]애월읍숙소0129,,11
130,숙박업,03_11_00_P,6500000,SAMPLE-00130,20220921,1,영업/정상,01,영업/정상,,20220921,제주특별자치도 서귀포시 안덕면 1649,제주특별자치도 서귀포시 표본로 134,[샘플]안덕면숙소0130,,8
131,숙박업,03_11_00_P,6500000,SAMPLE-00131,20191013,1,영업/정상,01,영업/정상,,20191013,제주특별자치도 제주시 연동 1251,제주특별자치도 제주시 표본로 44,[샘플]연동숙소0131,,9
132,숙박업,03_11_00_P,6500000,SAMPLE-00132,20190825,3,폐업,01,폐업,20231205,20231205,제주특별자치도 서귀포시 서홍동 63,제주특별자치도 서귀포시 표본로 289,[샘플]서홍동숙소0132,,7
133,숙박업,03_11_00_P,6500000,SAMPLE-00133,20130103,3,폐업,01,폐업,20210507,20210507,제주특별자치도 제주시 애월읍 1600,제주특별자치도 제주시 표본로 153,[샘플]애월읍숙소0133,,8
134,농어촌민박업,03_11_00_P,6500000,SAMPLE-00134,20210718,3,폐업,01,폐업,20220313,20220313,제주특별자치도 서귀포시 남원읍 133,제주특별자치도 서귀포시 표본로 10,[샘플]남원읍숙소0134,,6
135,농어촌민박업,03_11_00_P,6500000,SAMPLE-00135,20251112,1,영업/정상,01,영업/정상,,20251112,제주특별자치도 서귀포시 성산읍 152,제주특별자치도 서귀포시 표본로 204,[샘플]성산읍숙소0135,,2
136,관광숙박업,03_11_00_P,6500000,SAMPLE-00136,20220119,3,폐업,01,폐업,20240413,20240413,제주특별자치도 제주시 애월읍 1461,제주특별자치도 제주시 표본로 274,[샘플]애월읍숙소0136,,7
137,관광숙박업,03_11_00_P,6500000,SAMPLE-00137,20181104,1,영업/정상,01,영업/정상,,20181104,제주특별자치도 제주시 노형동 1200,제주특별자치도 제주시 표본로 66,[샘플]노형동숙소0137,,10
138,농어촌민박업,03_11_00_P,6500000,SAMPLE-00138,20231203,1,영업/정상,01,영업/정상,,20231203,제주특별자치도 제주시 한경면 71,제주특별자치도 제주시 표본로 9,[샘플]한경면숙소0138,,8
139,농어촌민박업,03_11_00_P,6500000,SAMPLE-00139,20210407,1,영업/정상,01,영업/정상,,20210407,제주특별자치도 서귀포시 대륜동 1309,제주특별자치도 서귀포시 표본로 235,[샘플]대륜동숙소0139,,11
140,농어촌민박업,03_11_00_P,6500000,SAMPLE-00140,20160308,1,영업/정상,01,영업/정상,,20160308,제주특별자치도 제주시 삼양동 1522,제주특별자치도 제주시 표본로 261,[샘플]삼양동숙소0140,,12
141,숙박업,03_11_00_P,6500000,SAMPLE-00141,20240219,1,영업/정상,01,영업/정상,,20240219,제주특별자치도 제주시 구좌읍 1054,제주특별자치도 제주시 표본로 43,[샘플]구좌읍숙소0141,,9
142,농어촌민박업,03_11_00_P,6500000,SAMPLE-00142,20240815,3,폐업,01,폐업,20251121,20251121,제주특별자치도 제주시 한림읍 1690,제주특별자치도 제주시 표본로 130,[샘플]한림읍숙소0142,,4
143,농어촌민박업,03_11_00_P,6500000,SAMPLE-00143,20250712,1,영업/정상,01,영업/정상,,20250712,제주특별자치도 서귀포시 표선면 1492,제주특별자치도 서귀포시 표본로 145,[샘플]표선면숙소0143,,10
144,숙박업,03_11_00_P,6500000,SAMPLE-00144,20150506,3,폐업,01,폐업,20251001,20251001,제주특별자치도 제주시 연동 1316,제주특별자치도 제주시 표본로 163,[샘플]연동숙소0144,,9
145,관광숙박업,03_11_00_P,6500000,SAMPLE-00145,20260907,1,영업/정상,01,영업/정상,,20260907,제주특별자치도 서귀포시 동홍동 1819,제주특별자치도 서귀포시 표본로 87,[샘플]동홍동숙소0145,,4
146,농어촌민박업,03_11_00_P,6500000,SAMPLE-00146,20220314,1,영업/정상,01,영업/정상,,20220314,제주특별자치도 제주시 이도이동 1266,제주특별자치도 제주시 표본로 245,[샘플]이도이동숙소0146,,6
147,관광숙박업,03_11_00_P,6500000,SAMPLE-00147,20260311,1,영업/정상,01,영업/정상,,20260311,제주특별자치도 서귀포시 표선면 1163,제주특별자치도 서귀포시 표본로 271,[샘플]표선면숙소0147,,9
148,농어촌민박업,03_11_00_P,6500000,SAMPLE-00148,20220616,3,폐업,01,폐업,20250324,20250324,제주특별자치도 제주시 삼양동 399,제주특별자치도 제주시 표본로 84,[샘플]삼양동숙소0148,,11
149,숙박업,03_11_00_P,6500000,SAMPLE-00149,20180808,3,폐업,01,폐업,20230817,20230817,제주특별자치도 제주시 연동 163,제주특별자치도 제주시 표본로 144,[샘플]연동숙소0149,,6
150,숙박업,03_11_00_P,6500000,SAMPLE-00150,20120701,3,폐업,01,폐업,20250429,20250429,제주특별자치도 서귀포시 동홍동 1813,제주특별자치도 서귀포시 표본로 82,[샘플]동홍동숙소0150,,11
151,숙박업,03_11_00_P,6500000,SAMPLE-00151,20230703,1,영업/정상,01,영업/정상,,20230703,제주특별자치도 서귀포시 안덕면 1014,제주특별자치도 서귀포시 표본로 166,[샘플]안덕면숙소0151,,6
152,농어촌민박업,03_11_00_P,6500000,SAMPLE-00152,20200226,3,폐업,01,폐업,20260905,20260905,제주특별자치도 제주시 연동 704,제주특별자치도 제주시 표본로 42,[샘플]연동숙소0152,,3
153,숙박업,03_11_00_P,6500000,SAMPLE-00153,20170821,1,영업/정상,01,영업/정상,,20170821,제주특별자치도 서귀포시 중문동 679,제주특별자치도 서귀포시 표본로 123,[샘플]중문동숙소0153,,4
154,농어촌민박업,03_11_00_P,6500000,SAMPLE-00154,20251101,1,영업/정상,01,영업/정상,,20251101,제주특별자치도 제주시 삼양동 1870,제주특별자치도 제주시 표본로 259,[샘플]삼양동숙소0154,,2
155,농어촌민박업,03_11_00_P,6500000,SAMPLE-00155,20171128,1,영업/정상,01,영업/정상,,20171128,제주특별자치도 제주시 연동 1454,제주특별자치도 제주시 표본로 33,[샘플]연동숙소0155,,9
156,관광숙박업,03_11_00_P,6500000,SAMPLE-00156,20150831,3,폐업,01,폐업,20210213,20210213,제주특별자치도 제주시 애월읍 1811,제주특별자치도 제주시 표본로 195,[샘플]애월읍숙소0156,,7
157,농어촌민박업,03_11_00_P,6500000,SAMPLE-00157,20200629,1,영업/정상,01,영업/정상,,20200629,제주특별자치도 서귀포시 중문동 837,제주특별자치도 서귀포시 표본로 147,[샘플]중문동숙소0157,,6
158,농어촌민박업,03_11_00_P,6500000,SAMPLE-00158,20150903,3,폐업,01,폐업,20200714,20200714,제주특별자치도 서귀포시 대정읍 661,제주특별자치도 서귀포시 표본로 44,[샘플]대정읍숙소0158,,3
159,농어촌민박업,03_11_00_P,6500000,SAMPLE-00159,20170222,3,폐업,01,폐업,20171117,20171117,제주특별자치도 서귀포시 성산읍 1304,제주특별자치도 서귀포시 표본로 284,[샘플]성산읍숙소0159,,1
160,숙박업,03_11_00_P,6500000,SAMPLE-00160,20260227,1,영업/정상,01,영업/정상,,20260227,제주특별자치도 서귀포시 중문동 1635,제주특별자치도 서귀포시 표본로 247,[샘플]중문동숙소0160,,11
161,숙박업,03_11_00_P,6500000,SAMPLE-00161,20250131,3,폐업,01,폐업,20250824,20250824,제주특별자치도 서귀포시 대정읍 343,제주특별자치도 서귀포시 표본로 61,[샘플]대정읍숙소0161,,6
162,농어촌민박업,03_11_00_P,6500000,SAMPLE-00162,20241213,3,폐업,01,폐업,20260103,20260103,제주특별자치도 서귀포시 남원읍 1390,제주특별자치도 서귀포시 표본로 193,[샘플]남원읍숙소0162,,5
163,농어촌민박업,03_11_00_P,6500000,SAMPLE-00163,20200214,1,영업/정상,01,영업/정상,,20200214,제주특별자치도 서귀포시 남원읍 1171,제주특별자치도 서귀포시 표본로 148,[샘플]남원읍숙소0163,,1
164,농어촌민박업,03_11_00_P,6500000,SAMPLE-00164,20260213,1,영업/정상,01,영업/정상,,20260213,제주특별자치도 서귀포시 대륜동 1204,제주특별자치도 서귀포시 표본로 77,[샘플]대륜동숙소0164,,3
165,숙박업,03_11_00_P,6500000,SAMPLE-00165,20150403,1,영업/정상,01,영업/정상,,20150403,제주특별자치도 제주시 일도이동 1521,제주특별자치도 제주시 표본로 290,[샘플]일도이동숙소0165,,7
166,농어촌민박업,03_11_00_P,6500000,SAMPLE-00166,20220109,1,영업/정상,01,영업/정상,,20220109,제주특별자치도 서귀포시 서홍동 540,제주특별자치도 서귀포시 표본로 68,[샘플]서홍동숙소0166,,11
167,관광숙박업,03_11_00_P,6500000,SAMPLE-00167,20250702,1,영업/정상,01,영업/정상,,20250702,제주특별자치도 제주시 일도이동 1249,제주특별자치도 제주시 표본로 299,[샘플]일도이동숙소0167,,2
168,숙박업,03_11_00_P,6500000,SAMPLE-00168,20161114,1,영업/정상,01,영업/정상,,20161114,제주특별자치도 서귀포시 서홍동 6,제주특별자치도 서귀포시 표본로 201,[샘플]서홍동숙소0168,,7
169,농어촌민박업,03_11_00_P,6500000,SAMPLE-00169,20180605,3,폐업,01,폐업,20210902,20210902,제주특별자치도 제주시 이도이동 1355,제주특별자치도 제주시 표본로 173,[샘플]이도이동숙소0169,,7
170,농어촌민박업,03_11_00_P,6500000,SAMPLE-00170,20241123,1,영업/정상,01,영업/정상,,20241123,제주특별자치도 제주시 구좌읍 766,제주특별자치도 제주시 표본로 57,[샘플]구좌읍숙소0170,,4
171,농어촌민박업,03_11_00_P,6500000,SAMPLE-00171,20130901,3,폐업,01,폐업,20211127,20211127,제주특별자치도 제주시 애월읍 642,제주특별자치도 제주시 표본로 19,[샘플]애월읍숙소0171,,3
172,숙박업,03_11_00_P,6500000,SAMPLE-00172,20251204,1,영업/정상,01,영업/정상,,20251204,제주특별자치도 제주시 한림읍 201,제주특별자치도 제주시 표본로 286,[샘플]한림읍숙소0172,,7
173,농어촌민박업,03_11_00_P,6500000,SAMPLE-00173,20260108,1,영업/정상,01,영업/정상,,20260108,제주특별자치도 서귀포시 표선면 19,제주특별자치도 서귀포시 표본로 211,[샘플]표선면숙소0173,,6
174,관광숙박업,03_11_00_P,6500000,SAMPLE-00174,20250127,1,영업/정상,01,영업/정상,,20250127,제주특별자치도 서귀포시 서홍동 1192,제주특별자치도 서귀포시 표본로 204,[샘플]서홍동숙소0174,,12
175,농어촌민박업,03_11_00_P,6500000,SAMPLE-00175,20160826,3,폐업,01,폐업,20180315,20180315,제주특별자치도 서귀포시 서홍동 277,제주특별자치도 서귀포시 표본로 18,[샘플]서홍동숙소0175,,6
176,관광숙박업,03_11_00_P,6500000,SAMPLE-00176,20190219,1,영업/정상,01,영업/정상,,20190219,제주특별자치도 제주시 이도이동 218,제주특별자치도 제주시 표본로 31,[샘플]이도이동숙소0176,,9
177,관광숙박업,03_11_00_P,6500000,SAMPLE-00177,20210221,3,영업/정상,01,휴업,,20210221,제주특별자치도 제주시 노형동 1076,제주특별자치도 제주시 표본로 20,[샘플]노형동숙소0177,,11
178,농어촌민박업,03_11_00_P,6500000,SAMPLE-00178,20220118,1,영업/정상,01,영업/정상,,20220118,제주특별자치도 제주시 삼양동 1700,제주특별자치도 제주시 표본로 128,[샘플]삼양동숙소0178,,7
179,숙박업,03_11_00_P,6500000,SAMPLE-00179,20220908,3,폐업,01,폐업,20250521,20250521,제주특별자치도 제주시 이도이동 18,제주특별자치도 제주시 표본로 20,[샘플]이도이동숙소0179,,1
180,농어촌민박업,03_11_00_P,6500000,SAMPLE-00180,20180311,1,영업/정상,01,영업/정상,,20180311,제주특별자치도 서귀포시 성산읍 1790,제주특별자치도 서귀포시 표본로 215,[샘플]성산읍숙소0180,,3
181,관광숙박업,03_11_00_P,6500000,SAMPLE-00181,20180926,3,폐업,01,폐업,20230626,20230626,제주특별자치도 서귀포시 성산읍 507,제주특별자치도 서귀포시 표본로 83,[샘플]성산읍숙소0181,,2
182,관광숙박업,03_11_00_P,6500000,SAMPLE-00182,20210914,1,영업/정상,01,영업/정상,,20210914,제주특별자치도 제주시 애월읍 1036,제주특별자치도 제주시 표본로 203,[샘플]애월읍숙소0182,,7
183,관광숙박업,03_11_00_P,6500000,SAMPLE-00183,20111014,3,폐업,01,폐업,20210202,20210202,제주특별자치도 서귀포시 표선면 1732,제주특별자치도 서귀포시 표본로 81,[샘플]표선면숙소0183,,7
184,농어촌민박업,03_11_00_P,6500000,SAMPLE-00184,20260822,1,영업/정상,01,영업/정상,,20260822,제주특별자치도 제주시 조천읍 1664,제주특별자치도 제주시 표본로 171,[샘플]조천읍숙소0184,,2
185,관광숙박업,03_11_00_P,6500000,SAMPLE-00185,20190805,1,영업/정상,01,영업/정상,,20190805,제주특별자치도 서귀포시 남원읍 1961,제주특별자치도 서귀포시 표본로 46,[샘플]남원읍숙소0185,,12
186,숙박업,03_11_00_P,6500000,SAMPLE-00186,20240630,1,영업/정상,01,영업/정상,,20240630,제주특별자치도 서귀포시 대정읍 1100,제주특별자치도 서귀포시 표본로 31,[샘플]대정읍숙소0186,,7
187,농어촌민박업,03_11_00_P,6500000,SAMPLE-00187,20240630,1,영업/정상,01,영업/정상,,20240630,제주특별자치도 서귀포시 중문동 747,제주특별자치도 서귀포시 표본로 195,[샘플]중문동숙소0187,,1
188,농어촌민박업,03_11_00_P,6500000,SAMPLE-00188,20230817,1,영업/정상,01,영업/정상,,20230817,제주특별자치도 제주시 노형동 540,제주특별자치도 제주시 표본로 194,[샘플]노형동숙소0188,,4
189,농어촌민박업,03_11_00_P,6500000,SAMPLE-00189,20201229,1,영업/정상,01,영업/정상,,20201229,제주특별자치도 서귀포시 대륜동 482,제주특별자치도 서귀포시 표본로 72,[샘플]대륜동숙소0189,,2
190,농어촌민박업,03_11_00_P,6500000,SAMPLE-00190,20130405,3,폐업,01,폐업,20170511,20170511,제주특별자치도 서귀포시 동홍동 734,제주특별자치도 서귀포시 표본로 119,[샘플]동홍동숙소0190,,1
191,숙박업,03_11_00_P,6500000,SAMPLE-00191,20220110,3,폐업,01,폐업,20251123,20251123,제주특별자치도 제주시 노형동 1729,제주특별자치도 제주시 표본로 245,[샘플]노형동숙소0191,,3
192,농어촌민박업,03_11_00_P,6500000,SAMPLE-00192,20240111,3,폐업,01,폐업,20240915,20240915,제주특별자치도 제주시 애월읍 1600,제주특별자치도 제주시 표본로 242,[샘플]애월읍숙소0192,,3
193,숙박업,03_11_00_P,6500000,SAMPLE-00193,20241116,1,영업/정상,01,영업/정상,,20241116,제주특별자치도 서귀포시 성산읍 1355,제주특별자치도 서귀포시 표본로 194,[샘플]성산읍숙소0193,,9
194,농어촌민박업,03_11_00_P,6500000,SAMPLE-00194,20260511,1,영업/정상,01,영업/정상,,20260511,제주특별자치도 서귀포시 중문동 268,제주특별자치도 서귀포시 표본로 279,[샘플]중문동숙소0194,,11
195,농어촌민박업,03_11_00_P,6500000,SAMPLE-00195,20240424,1,영업/정상,01,영업/정상,,20240424,제주특별자치도 제주시 구좌읍 551,제주특별자치도 제주시 표본로 57,[샘플]구좌읍숙소0195,,3
196,숙박업,03_11_00_P,6500000,SAMPLE-00196,20190203,3,폐업,01,폐업,20231017,20231017,제주특별자치도 제주시 삼양동 1386,제주특별자치도 제주시 표본로 40,[샘플]삼양동숙소0196,,1
